epoch,accuracy,loss,lr,val_accuracy,val_loss
71,0.8710420727729797,0.43644627928733826,8e-07,0.6692243218421936,1.2449820041656494
72,0.8725082874298096,0.43277281522750854,8e-07,0.6682477593421936,1.2500334978103638
73,0.8727177381515503,0.4314340651035309,8e-07,0.6685267686843872,1.2509315013885498
74,0.8718799352645874,0.4318303167819977,8e-07,0.6676897406578064,1.2510449886322021
75,0.8735905289649963,0.4284369647502899,8e-07,0.6683872938156128,1.2495404481887817
76,0.8701344132423401,0.4406891465187073,8e-07,0.6686663031578064,1.251150369644165
77,0.8736603260040283,0.4303995668888092,1.6e-07,0.6688057780265808,1.2488478422164917
78,0.8723337650299072,0.433660626411438,1.6e-07,0.6692243218421936,1.250722885131836
79,0.8713562488555908,0.43782204389572144,1.6e-07,0.6692243218421936,1.2507047653198242
80,0.8702740669250488,0.4367235004901886,1.6e-07,0.6685267686843872,1.2489575147628784
81,0.8756152987480164,0.43007248640060425,1.6e-07,0.6683872938156128,1.252349615097046
82,0.8722290396690369,0.43331846594810486,1.6e-07,0.66796875,1.2528334856033325
83,0.8720195293426514,0.43139079213142395,3.2e-08,0.66796875,1.2512956857681274
84,0.8729970455169678,0.4300970137119293,3.2e-08,0.6682477593421936,1.2508262395858765
85,0.8733112215995789,0.4327263832092285,3.2e-08,0.6678292155265808,1.2527183294296265
86,0.8729621171951294,0.4328783452510834,3.2e-08,0.6682477593421936,1.2509645223617554
87,0.8759993314743042,0.42723777890205383,3.2e-08,0.6678292155265808,1.2531462907791138
88,0.8702042102813721,0.4357898533344269,3.2e-08,0.6672711968421936,1.2514734268188477
89,0.8726130127906799,0.43065762519836426,6.3999996e-09,0.6675502061843872,1.2509723901748657
90,0.8707976937294006,0.43253806233406067,6.3999996e-09,0.6681082844734192,1.249938726425171
91,0.8756152987480164,0.42787840962409973,6.3999996e-09,0.6683872938156128,1.2503889799118042
92,0.872787594795227,0.4344625473022461,6.3999996e-09,0.6675502061843872,1.2510863542556763
93,0.8710071444511414,0.4299510717391968,6.3999996e-09,0.6683872938156128,1.2514116764068604
94,0.8701344132423401,0.43615686893463135,6.3999996e-09,0.66796875,1.2503410577774048
95,0.872857391834259,0.4327908456325531,1.2799999e-09,0.6681082844734192,1.2503948211669922
96,0.8740792274475098,0.43202948570251465,1.2799999e-09,0.6674107313156128,1.2512272596359253
97,0.872857391834259,0.43573105335235596,1.2799999e-09,0.6683872938156128,1.2498805522918701
98,0.8714959025382996,0.4377686083316803,1.2799999e-09,0.6678292155265808,1.2507520914077759
99,0.8721591830253601,0.43424227833747864,1.2799999e-09,0.6678292155265808,1.2518928050994873
100,0.874498188495636,0.432964563369751,1.2799999e-09,0.6683872938156128,1.2518608570098877
101,0.8752312660217285,0.43443962931632996,2.5599997e-10,0.6676897406578064,1.251477837562561
102,0.8711467981338501,0.43681424856185913,2.5599997e-10,0.6678292155265808,1.2517154216766357
103,0.8746029138565063,0.42877307534217834,2.5599997e-10,0.6681082844734192,1.2515655755996704
104,0.8697155117988586,0.4336085915565491,2.5599997e-10,0.6675502061843872,1.2518478631973267
105,0.8727177381515503,0.43747663497924805,2.5599997e-10,0.6674107313156128,1.2522443532943726
106,0.8742886781692505,0.429625928401947,2.5599997e-10,0.6683872938156128,1.2523900270462036
107,0.8698551058769226,0.43383917212486267,5.1199996e-11,0.66796875,1.2520819902420044
108,0.873869776725769,0.43018680810928345,5.1199996e-11,0.6681082844734192,1.2521889209747314
109,0.8687379956245422,0.43747419118881226,5.1199996e-11,0.6682477593421936,1.250631332397461
110,0.8747774362564087,0.42938125133514404,5.1199996e-11,0.6678292155265808,1.2503241300582886
111,0.8721242547035217,0.43582335114479065,5.1199996e-11,0.6674107313156128,1.2521687746047974
112,0.8716704249382019,0.4292786717414856,5.1199996e-11,0.6682477593421936,1.2519901990890503
113,0.8731017708778381,0.4311145544052124,1.0239999e-11,0.6675502061843872,1.2522523403167725
114,0.8728224635124207,0.43127989768981934,1.0239999e-11,0.6678292155265808,1.2515305280685425
115,0.8719497323036194,0.4333972930908203,1.0239999e-11,0.6686663031578064,1.2509982585906982
116,0.8718100786209106,0.4312979578971863,1.0239999e-11,0.6681082844734192,1.2516462802886963
117,0.8739745020866394,0.43446069955825806,1.0239999e-11,0.6676897406578064,1.251625657081604
118,0.8695758581161499,0.43510177731513977,1.0239999e-11,0.6681082844734192,1.2511094808578491
119,0.8739745020866394,0.43107372522354126,2.0479998e-12,0.6678292155265808,1.2509006261825562
120,0.8742538094520569,0.4345006048679352,2.0479998e-12,0.6683872938156128,1.2514619827270508
121,0.8711817264556885,0.43723610043525696,2.0479998e-12,0.66796875,1.2512682676315308
122,0.8730668425559998,0.43126529455184937,2.0479998e-12,0.6681082844734192,1.2513481378555298
123,0.8724384903907776,0.4344826638698578,2.0479998e-12,0.6674107313156128,1.2515910863876343
124,0.8709373474121094,0.4342140555381775,2.0479998e-12,0.6678292155265808,1.251362681388855
125,0.8726828694343567,0.42892029881477356,4.0959995e-13,0.6682477593421936,1.2527830600738525
126,0.871845006942749,0.4310390055179596,4.0959995e-13,0.6676897406578064,1.2523572444915771
127,0.8721242547035217,0.43380844593048096,4.0959995e-13,0.6682477593421936,1.2506040334701538
128,0.8728224635124207,0.43412524461746216,4.0959995e-13,0.6678292155265808,1.2524608373641968
129,0.8735905289649963,0.43420371413230896,4.0959995e-13,0.6676897406578064,1.2521361112594604
130,0.8714609742164612,0.4333238899707794,4.0959995e-13,0.6676897406578064,1.2521648406982422
131,0.8760342001914978,0.4324151873588562,8.191999e-14,0.6675502061843872,1.2515170574188232
132,0.8710071444511414,0.4389435052871704,8.191999e-14,0.66796875,1.2500799894332886
133,0.8714609742164612,0.43457457423210144,8.191999e-14,0.6681082844734192,1.2519279718399048
134,0.8707278966903687,0.43480825424194336,8.191999e-14,0.6675502061843872,1.2530953884124756
135,0.874567985534668,0.4311016798019409,8.191999e-14,0.6678292155265808,1.2511717081069946
136,0.8733810186386108,0.4367082417011261,8.191999e-14,0.6681082844734192,1.2523826360702515
137,0.8700994849205017,0.43617233633995056,1.6383999e-14,0.66796875,1.2519216537475586
138,0.8714261054992676,0.43278729915618896,1.6383999e-14,0.6681082844734192,1.251967430114746
139,0.8714261054992676,0.4337611794471741,1.6383999e-14,0.6685267686843872,1.2488926649093628
140,0.8743934631347656,0.43218663334846497,1.6383999e-14,0.6685267686843872,1.250718116760254
141,0.8724035620689392,0.4296756684780121,1.6383999e-14,0.6683872938156128,1.251662254333496
142,0.8718100786209106,0.43548843264579773,1.6383999e-14,0.66796875,1.2508366107940674
143,0.8753359913825989,0.42688634991645813,3.2768e-15,0.66796875,1.249106526374817
144,0.8700296878814697,0.4368346631526947,3.2768e-15,0.6676897406578064,1.2521426677703857
145,0.8687030673027039,0.4402496814727783,3.2768e-15,0.6681082844734192,1.251707911491394
146,0.873485803604126,0.42834410071372986,3.2768e-15,0.6678292155265808,1.2508586645126343
147,0.8735206723213196,0.4281514883041382,3.2768e-15,0.6678292155265808,1.2522152662277222
148,0.8739745020866394,0.42812228202819824,3.2768e-15,0.6675502061843872,1.2498300075531006
149,0.8734159469604492,0.42657026648521423,6.5536e-16,0.66796875,1.2506967782974243
